incorrect,correct,errors
"Payo ni Piedad, wag gawing destruction ang kasintahan sa ang pagaaral at laging tandaan ang mga bilin at payo ng mga magulang para matupad ang mga pangarap.","Payo ni Piedad, wag gawing destruction ang kasintahan sa pag-aaral at laging tandaan ang mga bilin at payo ng mga magulang para matupad ang mga pangarap.","operations: insert, substitute; errors: hyphenation"
"Hans, nang Herbert at Harley ) ang numero uno sa 2021 Philippines 50 richest net worth ng Forbes ng inilabas ngayong Setyembre.","Hans, Herbert at Harley ) ang numero uno sa 2021 Philippines 50 richest net worth ng Forbes na inilabas ngayong Setyembre.","operations: substitute, insert; errors: ligature"
Sabi nga wala naman talagang talagang masama kung nagmamahalan sila. doesnt matter. Love is love.,Sabi nga wala naman talagang masama kung nagmamahalan sila. Age doesnt matter. Love is love.,"operations: substitute, delete; errors: repetition"
Mauunawaan daw ni Amy kung hindi rin agad batiin na mga nakakasama niyang mga bata o baguhang mga artista.,Mauunawaan daw ni Amy kung hindi rin siya agad batiin ng mga nakakasama niyang mga bata o baguhang mga artista.,"operations: substitute, delete; errors: ligature"
Isang lalaki naman ang nakitang buhat si Christine Christine sa hallway,Isang lalaki naman ang nakitang buhat si Christine sa hallway.,"operations: substitute, delete; errors: repetition"
"Nasagip ng mga tauhan ng Philippine Coast Guard ( PCG ) ang lalaki na tumalon sa Ilog Pasig mula sa Mabini Bridge sa Maynila, kahapon ng umaga.","Nasagip ng mga tauhan ng Philippine Coast Guard ( PCG ) ang isang lalaki na tumalon sa Ilog Pasig mula sa Mabini Bridge sa Maynila, kahapon ng umaga.",operations: delete; errors: 
Sa fourth quarter ay tuluyan nang ipinoste ng Gilas womens U18 squad ang 8267 abante,Sa fourth quarter ay tuluyan nang ipinoste ng Gilas womens U18 squad ang 82-67 abante.,"operations: delete, substitute; errors: hyphenation"
Dito nagkasa ng entrapment operation ang mga tauhan ng NBI-Special Action Unit sa may Tivoli Garden Residences sa Mandaluyong City na nagresulta sa pagkakadakip sa suspek makaraang hindi siya makapagpakita lisensya para magpraktis ng medisina.,Dito nagkasa ng entrapment operation ang mga tauhan ng NBI-Special Action Unit sa may Tivoli Garden Residences sa Mandaluyong City na nagresulta sa pagkakadakip sa suspek makaraang hindi siya makapagpakita ng lisensya para magpraktis ng medisina.,operations: delete; errors: 
"At in all fairness, na-master na rin ang award-winning Kapamilya star / host na si Robi Domingo ang pagho-host na nakasama ng mga opisyal at miyembro ng organisasyon ng editors ng si broadsheets and tabloids.","At in all fairness, na-master na rin ang award-winning Kapamilya star / host na si Robi Domingo ang pagho-host na nakasama ng mga opisyal at miyembro ng organisasyon ng editors ng broadsheets and tabloids.",operations: insert; errors: 
Nagpasalamat Kris sa naging basbas ni Bimby dahil hindi raw mangyayari ang engagement kung wala ang pahintulot ng anak.,Nagpasalamat si Kris sa naging basbas ni Bimby dahil hindi raw mangyayari ang engagement kung wala ang pahintulot ng anak.,operations: delete; errors: 
"Sa oras na matapos na ang qualifiers ay, agad na magbabalik ang mga players sa kanilang mother clubs upang makasama sa PBA Season 46 Philippine Cup.","Sa oras na matapos na ang qualifiers, agad na magbabalik ang mga players sa kanilang mother clubs upang makasama sa PBA Season 46 Philippine Cup.",operations: insert; errors: 
Magaganda? biro kaniya ni Jose Manalo.,Magaganda? biro sa kaniya ni Jose Manalo.,operations: delete; errors: 
Alam ba si ito ni Bea Alonzo at Shirley Kuan. Ganito ba sila kabayolente?,Alam ba ito ni Bea Alonzo at Shirley Kuan. Ganito ba sila kabayolente?,operations: insert; errors: 
"Ayon sa aktor, ang pagkakaroon ng sakit ng ama ni Carmina na si Daddy Reggie ang isa sa mga dahilan kung bakit minadali ni Zoren ng magpakasal sila ng asawa.","Ayon sa aktor, ang pagkakaroon ng sakit ng ama ni Carmina na si Daddy Reggie ang isa sa mga dahilan kung bakit minadali ni Zoren na magpakasal sila ng kaniyang asawa.","operations: delete, substitute; errors: ligature"
Ako ay pamilya rin ng nabiktima.,Ako mismo ay pamilya rin ng nabiktima.,operations: delete; errors: 
Anunsyo naman ang ni Gena sa kaniyang page.,Anunsyo naman ni Gena sa kaniyang Facebook page.,"operations: delete, insert; errors: "
Pahayag ni Hernandez entablado para sa libu-libong supporters na sumisigaw ng. BBM-Sara,Pahayag ni Hernandez sa entablado para sa libu-libong supporters na sumisigaw ng BBM-Sara.,"operations: swap, delete; errors: "
"Sa book ay one kasama pa si Miggs Cuaderno, pero ngayong naghigpit na naman dahil sa mataas pa rin ang COVID cases at ang dali pa makapanghawa, hindi na raw muna nila isinama ang ay magaling na child actor.","Sa book one ay kasama pa si Miggs Cuaderno, pero ngayong naghigpit na naman dahil sa mataas pa rin ang COVID cases at ang dali pa makapanghawa, hindi na raw muna nila isinama ang magaling na child actor.","operations: insert, swap; errors: "
Kasama ito sa 107 na partylists na na-deny kanilang motion for reconsideration. Kaya hindi na ito makakasali sa raffle sa COMELEC.,Kasama ito sa 107 na partylists na na-deny ang kanilang motion for reconsideration. Kaya hindi na ito makakasali sa raffle sa COMELEC.,operations: delete; errors: 
"Sa unang bahagi ng video, sinabi ni Julia ng hindi siya yung tipong kiss and tell.","Sa unang bahagi ng video, sinabi ni Julia na hindi siya yung tipong kiss and tell.",operations: substitute; errors: ligature
"Ang nasabing eksperimento ay tatalakay sa long-term na stability ng mga dumbbell-shaped object sa microgravity, na may dalawang main moments of inertia. Tatalakayin rin nito ang Dzhanibekov Effect sa mga nasabing dumbbell-shaped objects.","Ang nasabing eksperimento ay tatalakay sa long-term stability ng mga dumbbell-shaped object sa microgravity, na may dalawang main moments of inertia. Tatalakayin din nito ang Dzhanibekov Effect sa mga nasabing dumbbell-shaped objects.","operations: substitute, insert; errors: enclitic"
Tinanong ko kung nagsushooting pa ba sila at kung kailan ipapalabas?,Tinanong ko kung nagsu-shooting pa ba sila at kung kailan na ipapalabas?,"operations: delete, substitute; errors: hyphenation"
Nauna na nga niyang nabanggit na na pa Wala hindi ako ganun.,"Nauna na nga niyang nabanggit na na Wala, hindi ako ganun.","operations: delete, insert; errors: "
"Anya, tanging si Marcos lamang sa hanay ng mga kandidato sa pagkapangulo ang nagtakda ng mga aspirational goals at pa grand national ambitions katulad ng P20 kada kilo ng bigas.","Anya, tanging si Marcos lamang sa hanay ng mga kandidato sa pagkapangulo ang nagtakda ng mga aspirational goals at grand national ambitions katulad ng P20 kada kilo ng bigas.",operations: insert; errors: 
"Narekober sa crime scene ang 10 cartridge na cal. pistol, at ilang mga bala habang isa pang case ng cartridge ng nasabing armas ang narekober din ng mga nagrespondeng operatiba ay ng pulisya sa behikulo ng biktima.","Narekober sa crime scene ang 10 cartridge ng cal. pistol, at ilang mga bala habang isa pang case ng cartridge ng nasabing armas ang narekober din ng mga nagrespondeng operatiba ng pulisya sa behikulo ng biktima.","operations: insert, substitute; errors: ligature"
"Ang instruction niya sa akin, lahat ng nakipag-ugnayan diyan sa â € ˜ Leon ng Bilibid, â € ™ tapusin nang para hindi ng pamarisan.","Ang instruction niya sa akin, lahat ng nakipag-ugnayan diyan sa â € ˜ Leon ng Bilibid, â € ™ tapusin para hindi na pamarisan.","operations: substitute, insert; errors: ligature"
Napahalakhak talaga ako pati yung sa kabilang table natawa ng lang.,Napahalakhak talaga ako pati yung staff sa kabilang table natawa na lang.,"operations: substitute, delete; errors: ligature"
"Sa report ng Quezon City Police District ( QCPD ) Project 4 Police Station 8, alas - 3: 40 kahaponng madaling araw, nang holdapin ng mga suspect ang Gasoline Station na matatagpuan sa 603 Katipunan Ave.","Sa report ng Quezon City Police District ( QCPD ) Project 4 Police Station 8, alas - 3: 40 kahaponng madaling araw, nang holdapin ng mga suspect ang Unioil Gasoline Station na matatagpuan sa 603 Katipunan Ave.",operations: delete; errors: 
"Noong unay inakala na naapula niyang na ang sitwasyon ngunit napansin daw ni Paculba na lalong naging agitated ang mga attendants, dahilan para puntahan na niya ang pasyenteng Caucasian.","Noong unay inakala na niyang naapula na ang sitwasyon ngunit napansin daw ni Paculba na lalong naging agitated ang mga attendants, dahilan para puntahan na niya ang pasyenteng Caucasian.",operations: swap; errors: 
"May kasabay kaming nakapanood na ng â € œMore than Blueâ €  film ng South Korea na ipinalabas noong 2009 at umeereng Kdrama series sa Netflix ngayon gandang-ganda, siya sa Philippine remake at hindi nagpahuli sina Direk Nuel at Mel Rosario na nagtulong para mabuo ang kuwento.","May kasabay kaming nakapanood na ng â € œMore than Blueâ €  film ng South Korea na ipinalabas noong 2009 at umeereng Kdrama series sa Netflix ngayon, gandang-ganda siya sa Philippine remake at hindi nagpahuli sina Direk Nuel at Mel del Rosario na nagtulong para mabuo ang kuwento.","operations: swap, delete; errors: "
Pero hindi niya kaagad nasusuri kung tunay ang deposito dahil hindi siya pamilyar online banking si system.,Pero hindi niya kaagad nasusuri kung tunay ang deposito dahil hindi siya pamilyar sa online banking system.,"operations: insert, delete; errors: "
Yun lang naman ang ko sasabihin kanya Marcos Jr...,Yun lang naman ang sasabihin ko sa kanya Marcos Jr...,"operations: delete, swap; errors: "
"Sa imbestigasyon, mayroon umanong tatagpuin ng confidential informant si Fesway bago siya nawala.","Sa imbestigasyon, mayroon umanong tatagpuin na confidential informant si Fesway bago siya nawala.",operations: substitute; errors: ligature
"Naging balanced sila, kinausap nila nang maayos hanggang sa ako ng mismo yung bumalik sa kanya.","Naging balanced sila, kinausap nila ako nang maayos hanggang sa ako na mismo yung bumalik sa kanya.","operations: substitute, delete; errors: ligature"
"Tumaas naman sa 13. 5 milyon ang mga walang trabaho nitong Hunyo 2021 sa pagpapatuloy ng COVID-19 pandemic, bagay na katumbas ng 27. 6 % ng kabuuang adult labor force nang ng Pilipinas, ayon sa Social Weather Stations ( SWS ) kanina. Mas mataas ito kumpara ito sa mga SWS data mula pa noong Nobyembre.","Tumaas naman sa 13. 5 milyon ang mga walang trabaho nitong Hunyo 2021 sa pagpapatuloy ng COVID-19 pandemic, bagay na katumbas ng 27. 6 % ng kabuuang adult labor force ng Pilipinas, ayon sa Social Weather Stations ( SWS ) kanina. Mas mataas ito kumpara ito sa mga SWS data mula pa noong Nobyembre.",operations: insert; errors: 
Sinabi ni AÃ ± o na kung pakiramdam ng isang barangay tanod na mapanganib ang sitwasyon ay maaari silang humingi ng mula sa lokal na pulis o iba pang barangay tanod.,Sinabi ni AÃ ± o na kung pakiramdam ng isang barangay tanod na mapanganib ang sitwasyon ay maaari silang humingi ng tulong mula sa lokal na pulis o iba pang barangay tanod.,operations: delete; errors: 
"Kwento ng mga kaanak ng mga ng biktima, nagpunta sa lugar noong Martes ang magkakaibigan upang maglaro.","Kwento ng mga kaanak ng mga biktima, nagpunta sa lugar noong Martes ang magkakaibigan upang maglaro.",operations: insert; errors: 
Iba pala pag pag producer ka.,Iba pala pag producer ka.,operations: substitute; errors: repetition
Agad sinaklolohan ng mga rescuers at mabilis na isinugod sa pagamutan ang duguan ng at walang malay biktima pero hindi na umabot nang buhay.,Agad sinaklolohan ng mga rescuers at mabilis na isinugod sa pagamutan ang duguan at walang malay na biktima pero hindi na umabot nang buhay.,"operations: insert, delete; errors: "
"Wag na lang po silang mag-comment sa social media na mali kasi hindi rin naman po makakatulong sa ko kapatid at hindi naman po nila alam yung buong pangyayari, giit ng kapatid ng biktima na si John Cline An.","Wag na lang po silang mag-comment sa social media na mali kasi hindi rin naman po makakatulong sa kapatid ko at hindi naman po nila alam yung buong pangyayari, giit ng kapatid ng biktima na si John Cline An.",operations: swap; errors: 
Nagpakita rin umano ng interes sa kanilang proyekto ang representative ng United Nations at United Nations International Childrens Emergency Fund ( UNICEF ) para pakipag-partner at suportahan grupo ang ng mga Pinoy student.,Nagpakita rin umano ng interes sa kanilang proyekto ang representative ng United Nations at United Nations International Childrens Emergency Fund ( UNICEF ) para pakipag-partner at suportahan ang grupo ng mga Pinoy student.,operations: swap; errors: 
"Maliban kay Tolentino, pasok din ang katropa nitong si playmaker Deanna Wong pa at outside hitter Galanza ng Creamline Cool Smashers.","Maliban kay Tolentino, pasok din ang katropa nitong si playmaker Deanna Wong at outside hitter Jema Galanza ng Creamline Cool Smashers.","operations: delete, insert; errors: "
May property rin si Nadine sa Siargao kaya kapamilya rin na ang turing niya sa mga tagaroon.,May property rin si Nadine sa Siargao kaya kapamilya na rin ang turing niya sa mga tagaroon.,operations: swap; errors: 
Pero nakapag-tape ng ang Kapuso hunk ng promo niya sa All-Out Sundays mapapanood ngayong araw.,Pero nakapag-tape na ang Kapuso hunk ng promo niya sa All-Out Sundays na mapapanood ngayong araw.,"operations: delete, substitute; errors: ligature"
"Sa, may siyam na titulo na si Orcollo sa taong ito.","Sa kabuuan, may siyam na titulo na si Orcollo sa taong ito.",operations: delete; errors: 
"Ayon sa LLanera Police, itinawag sa kanila ni Brgy. Captain Jun Villanada ang natagpuang naaagnas na katawan ng babae sa loob ng itim na garbage bag matapos na ito ay madiskubre ng tanod na si Hernando Hipolito,, ng naturang barangay.","Ayon sa LLanera Police, itinawag sa kanila ni Brgy. Captain Jun Villanada ang natagpuang naaagnas na katawan ng babae sa loob ng itim na garbage bag matapos na ito ay madiskubre ng tanod na si Hernando Hipolito, 41, ng naturang barangay.",operations: delete; errors: 
"Bukod dito, naungusan na rin ng BTS ang record ng"" Gangnam Style"" ni Psy para sa longest-running Hot 100 hit ng isang Korean act matapos itong magtagal sa naturang music chart ng 32 linggo. - - Jamil.","Bukod dito, naungusan na rin ng BTS ang record ng"" Gangnam Style"" ni Psy para sa longest-running Hot 100 hit ng isang Korean act matapos itong magtagal sa naturang music chart ng 32 linggo. - - Jamil.",operations: substitute; errors: enclitic
Ito ang tugon ng MalacaÃ ± ang matapos lumutang ang IskoSara tandem na naunang isinulong sa Mindanao Region.,Ito ang tugon ng MalacaÃ ± ang matapos lumutang ang Isko-Sara tandem na naunang isinulong sa Mindanao Region.,operations: substitute; errors: hyphenation
"Pagkatapos daw nitong nangyari sa kanya sa Fast Talk na, tinatawagan daw siya na Kapuso actress pero hindi raw nito sinasagot.","Pagkatapos daw nitong nangyari sa kanya sa Fast Talk, tinatawagan daw siya ng Kapuso actress pero hindi raw nito sinasagot.","operations: insert, substitute; errors: ligature"
Mapapanood pa rin sa sinehan mga hanggang Sabado ang naturang proyekto at iba pang mga pelikulang kalahok sa Metro Manila Film Festival 2022.,Mapapanood pa rin sa mga sinehan hanggang Sabado ang naturang proyekto at iba pang mga pelikulang kalahok sa Metro Manila Film Festival 2022.,operations: swap; errors: 
Ilan sa mga sintomas ng stroke na naranasan ni Boobay ay ang hindi ng niya magawang itaas ang kaniyang kamay at hindi mabanggit ang mga salitang ipinababanggit sa kaniya at nawawala na rin ang memorya.,Ilan sa mga sintomas ng stroke na naranasan ni Boobay ay ang hindi na niya magawang itaas ang kaniyang kamay at hindi mabanggit ang mga salitang ipinababanggit sa kaniya at nawawala na rin ang memorya.,operations: substitute; errors: ligature
Bukod pa rito ang hindi mabilang ng karangalang nakamit nito sa kanyang mahigit dalawang dekada sa boxing.,Bukod pa rito ang hindi mabilang na karangalang nakamit nito sa kanyang mahigit dalawang dekada sa boxing.,operations: substitute; errors: ligature
"Sinabi lang ng mga niya na magaling siyang umarte, gumawa na ng agad siya ng pelikula?","Sinabi lang ng mga tagabulong niya na magaling siyang umarte, gumawa na agad siya ng pelikula?","operations: insert, delete; errors: "
"Hinihintay na lang umano nila ang tugon ng COVAX facility hinggil sa naturang kasunduan, kung saan tiniyak na administrasyong Duterte sa mga drugmaker na ang pamahalaan ang bahala kapag may mararanasang adverse effects tuturukan ang ng bakuna.","Hinihintay na lang umano nila ang tugon ng COVAX facility hinggil sa naturang kasunduan, kung saan tiniyak ng administrasyong Duterte sa mga drugmaker na ang pamahalaan ang bahala kapag may mararanasang adverse effects ang tuturukan ng bakuna.","operations: substitute, swap; errors: ligature"
"Hindi rin nawala ang throwback ng mga nakakatuwang lumang clip ni Ice sa Eat Bulaga, partikular noong sumali siya Little Miss Philippines 1987.","Hindi rin nawala ang throwback ng mga nakakatuwang lumang clip ni Ice sa Eat Bulaga, partikular noong sumali siya sa Little Miss Philippines 1987.",operations: delete; errors: 
"Excited dahil ng meet the press, ipapakilala pa rin sa isa pang pang presscon ang second star nila.","Excited dahil pagkatapos ng meet the press, ipapakilala pa rin sa isa pang presscon ang second star nila.","operations: substitute, delete; errors: repetition"
"Siyempre nandon yung sabik na magulang at anak sa isat-isa. Sobrang masarap talaga sa, pakiramdam sabi ng OFW.","Siyempre nandon yung sabik ng magulang at anak sa isat-isa. Sobrang masarap talaga sa pakiramdam, sabi ng OFW.","operations: swap, substitute; errors: ligature"
Pinapayagan naman ang mga Filipino na o bumalik sa Pilipinas na manggagaling sa mga bansang nakapailalim sa travel restriction.,Pinapayagan naman ang mga Filipino na makauwi o bumalik sa Pilipinas na manggagaling sa mga bansang nakapailalim sa travel restriction.,operations: delete; errors: 
"Naiinis na raw kasi itong si male celebrity kapag natatanong siya ng tungkol dito sa ginawa rin ni Gaza na pasabog laban sa kanya. Pawang kasinungalingan daw ang ibinalita sa kanya, kaya dapat na sampulan daw niya itong blogger na ito.","Naiinis na raw kasi itong si male celebrity kapag natatanong siya tungkol dito sa ginawa rin ni Gaza na pasabog laban sa kanya. Pawang kasinungalingan naman daw ang ibinalita sa kanya, kaya dapat na sampulan daw niya itong blogger na ito.","operations: delete, insert; errors: "
"Dahil Calamba nasa, Laguna, tinawagan ni Esguerra ang kapatid na babae na kasama sa bahay ng biktima at siya namang humingi na saklolo sa kanilang barangay.","Dahil nasa Calamba, Laguna, tinawagan ni Esguerra ang kapatid na babae na kasama sa bahay ng biktima at siya namang humingi ng saklolo sa kanilang barangay.","operations: swap, substitute; errors: ligature"
Pero sabong rin siya nang sabong!,Pero sabong pa rin siya nang sabong!,operations: delete; errors: 
"Lumitaw na asawa ni Purdan ang babaeng kinakasama ni Anillo, at posibleng ito ang dahilan ng krimen.","Lumitaw na dating asawa ni Purdan ang babaeng kinakasama ni Anillo, at posibleng ito ang dahilan ng krimen.",operations: delete; errors: 
Sa oras na matapos ang Athletes Unlimited agad itong babalik sa Pilipinas para makasama ang Cargo Mo-vers sa training camp nito.,"Sa oras na matapos ang Athletes Unlimited, agad itong babalik sa Pilipinas para makasama ang Cargo Mo-vers sa training camp nito.",operations: delete; errors: 
"Hanggang hindi ka bumababa, mo hindi malalaman ang nangyayari on the ground, wika ni Robredo, ng idinagdag pa na kilala ang Bise Presidente sa kanyang pakikipag-ugnayan sa mga nasa laylayan ng lipunan bilang abogado na nagbibigay ng libreng tulong legal bago pumasok sa pulitika.","Hanggang hindi ka bumababa, hindi mo malalaman ang nangyayari on the ground, wika ni Robredo, na idinagdag pa na kilala ang Bise Presidente sa kanyang pakikipag-ugnayan sa mga nasa laylayan ng lipunan bilang abogado na nagbibigay ng libreng tulong legal bago pumasok sa pulitika.","operations: substitute, swap; errors: ligature"
"Galing ho iba't ibang lugar, wala raw silang pamasahe, paano mong bibigyan ho ' yan?","Galing ho ng iba't ibang lugar, wala raw silang pamasahe, paano mong bibigyan ho ' yan?",operations: delete; errors: 
"Kaya bumabagsak ang ekonomiya dahil nag-iimport sila so, ay yung local mga na produkto ay hindi na nakakapunta sa market.","Kaya bumabagsak ang ekonomiya dahil nag-iimport sila so, yung mga local na produkto ay hindi na nakakapunta sa market.","operations: swap, insert; errors: "
"Inatake ng depression ang female performer, matindi kasi ang naging resulta na pagkakasakit niya, halos nawalan siya ng boses na puhunan niya sa career! niya","Inatake ng depression ang female performer, matindi kasi ang naging resulta ng pagkakasakit niya, halos nawalan siya ng boses na puhunan niya sa career niya!","operations: substitute, swap; errors: ligature"
"Hanggang sa nagkaroon rin na silang dalawa ng sarili nilang anak, at nabubuhay na nga sila nang tahimik sa Cebu bilang isang.","Hanggang sa nagkaroon na rin silang dalawa ng sarili nilang anak, at nabubuhay na nga sila nang tahimik sa Cebu bilang isang pamilya.","operations: delete, swap; errors: "
"Beware! ang Wag bumili sa mga ganito! Picture pa lang kita nang mali ang handling. Maglolokohan lang kayo niyan. Dapat dumaan sa nasyonal na pamahalaan ang pagbili ng kahit anong bakuna, ani Sotto.","Beware! Wag bumili sa mga ganito! Picture pa lang kita nang mali ang handling. Maglolokohan lang kayo niyan. Dapat dumaan sa nasyonal na pamahalaan ang pagbili ng kahit anong bakuna, ani Sotto.",operations: insert; errors: 
Inutos ni PNP Chief Gen. Debold Sinas sa mga pulisna maging ng maingat sa lahat ng oras sa pagtupad ng tungkulin upang maiwasan ang ng bilang ng nagpopositibo sacoronavirus.,Inutos ni PNP Chief Gen. Debold Sinas sa mga pulisna maging maingat sa lahat ng oras sa pagtupad ng tungkulin upang maiwasan ang pagtaas ng bilang ng nagpopositibo sacoronavirus.,"operations: insert, delete; errors: "
"Balik-kuwento ng source aming, pa Natural, ayaw rin naman siyempreng mapag-iwanan ng mother niya sa kung ano ang uso, di ba?","Balik-kuwento ng aming source, Natural, ayaw rin naman siyempreng mapag-iwanan ng mother niya sa kung ano ang uso, di ba?","operations: swap, insert; errors: "
"Ayon ka Navarro, dinukot ang dalaw sa magkaparehong araw sa magkahiwalay ng lugar at oras.","Ayon ka Navarro, dinukot ang dalaw sa magkaparehong araw sa magkahiwalay na lugar at oras.",operations: substitute; errors: ligature
Masusi pa namang iniimbestigahan mga ng otoridad insidente.,Masusi pa namang iniimbestigahan ng mga otoridad ang insidente.,"operations: swap, delete; errors: "
"Itong si magaling aktres daw ay tuwang-tuwa sa malulusog na dibdib ni dating hubaderang aktres, ng at sa sobrang tuwa niya, kapag magkikita raw sila, isinusubsob daw ni magaling na aktres ang mukha niya sa malusog na dibdib ng dating hubaderang aktres.","Itong si magaling aktres daw ay tuwang-tuwa sa malulusog na dibdib ni dating hubaderang aktres, at sa sobrang tuwa niya, kapag magkikita raw sila, isinusubsob daw ni magaling na aktres ang mukha niya sa malusog na dibdib ng dating hubaderang aktres.",operations: insert; errors: 
"Kamakailan lang kasi nang tumaas si sa Robredo surveys, habang umabot naman sa 220, 000 ang bilang ng mga dumalo sa campaign rally nila sa Pampanga nitong weekend.","Kamakailan lang kasi nang tumaas si Robredo sa surveys, habang umabot naman sa 220, 000 ang bilang ng mga dumalo sa campaign rally nila sa Pampanga nitong weekend.",operations: swap; errors: 
Marami ang masaya para kay Alice na nakikita feel na feel niya na ang pagiging ina.,Marami ang masaya para kay Alice na nakikita namang feel na feel na niya ang pagiging ina.,"operations: swap, delete; errors: "
"Good for Andrea na pumirma uli sa Artist Center at sa GMA 7, tunay na naging tahanan niya sa kanyang career at talagang nagalaga sa kanya.","Good for Andrea na pumirma uli sa Artist Center at sa GMA 7, tunay na naging tahanan niya sa kanyang career at talagang nag-alaga sa kanya.",operations: substitute; errors: hyphenation
Kinilala ang mga nasawing pari sina na Fr.,Kinilala ang mga nasawing pari na sina Fr.,operations: swap; errors: 
Hay naku may mga kakilala akong ng ganyan,Hay naku may mga kakilala akong ganyan.,"operations: delete, insert; errors: "
Makikita sa bawat episode ng kanyang channel gaano sya ka-passionate kanyang sa napiling propesyon.,Makikita sa bawat episode ng kanyang channel kung gaano sya ka-passionate sa kanyang napiling propesyon.,"operations: swap, delete; errors: "
Kasabay nito ay patuloy pa umanong nagsasagawa ng beripikasyon ang DILG sa mga natatanggap na impormasyon ng may iba pang mga si local executive ang nakapagpabakuna na rin kontra COVID-19.,Kasabay nito ay patuloy pa umanong nagsasagawa ng beripikasyon ang DILG sa mga natatanggap na impormasyon na may iba pang mga local executive ang nakapagpabakuna na rin kontra COVID-19.,"operations: insert, substitute; errors: ligature"
Bukod sa pagiging isang aktor ay sumabak na rin si Xian Lim na sa pagiging isang.,Bukod sa pagiging isang aktor ay sumabak na rin si Xian Lim sa pagiging isang direktor.,"operations: insert, delete; errors: "
"Aniya, totoong pinagaudition siya ni Direk Hwang Dong Hyuk for a particular role sa â € œSquid Gameâ €  dahil napanood daw nito ang isa ay sa kanyang pelikula kung saan nakasama niya si Maine Mendoza.","Aniya, totoong pinag-audition siya ni Direk Hwang Dong Hyuk for a particular role sa â € œSquid Gameâ €  dahil napanood daw nito ang isa sa kanyang pelikula kung saan nakasama niya si Maine Mendoza.","operations: substitute, insert; errors: hyphenation"
Kaya mag-text ng upang makapagparehistro na kayo para sa inyong bakuna.,Kaya mag-text na upang makapagparehistro na kayo para sa inyong bakuna.,operations: substitute; errors: ligature
"Ibig sabihin, medyo mataas ang risk exposure sa COVID-19, saad sa nila sa isang paskil na, Linggo.","Ibig sabihin, medyo mataas ang risk exposure sa COVID-19, saad nila sa sa isang paskil, Linggo.","operations: insert, swap; errors: "
Posibleng madagdagan umano ang bilang ng casualties dahil nagpapatuloy pa rin angisinasagawang search and retrieval operations para sa anim na nang indibiduwal na inulat namang nawawala kasabay ng pananalasa niAgaton.,Posibleng madagdagan umano ang bilang ng casualties dahil nagpapatuloy pa rin angisinasagawang search and retrieval operations para sa anim na indibiduwal na inulat namang nawawala kasabay ng pananalasa niAgaton.,operations: insert; errors: 
"Kung ganon, ako mismo ang magpapadisqualify sa kanila, ni Garcia.","Kung ganon, ako mismo ang magpapa-disqualify sa kanila, dagdag ni Garcia.","operations: substitute, delete; errors: hyphenation"
"Ganoon ako sa kaniya, as in first time kong ginawa â € ˜ yun sa kasama ko na iniwan ko na basta because I got scared na parang feeling ko, I wasnâ € ™ t in control si, dagdag ni Ina.","Ganoon ako sa kaniya, as in first time kong ginawa â € ˜ yun sa kasama ko na iniwan ko na basta because I got scared na parang feeling ko, I wasnâ € ™ t in control, dagdag ni Ina.",operations: insert; errors: 
"Patuloy ang imbestigasyon ng mga awtoridad at pinag-aaralan na ang kuha ng CCTV para matukoy ang pagkakakilanlan ng driver nang kotse. - - FRJ, GMA News.","Patuloy ang imbestigasyon ng mga awtoridad at pinag-aaralan na ang kuha ng CCTV para matukoy ang pagkakakilanlan ng driver ng kotse. - - FRJ, GMA News.",operations: substitute; errors: ng_nang
"â € œTumatak sa akin yon, kasi nakita ko kay kung FPJ anong ibig niyang sabihin.","â € œTumatak sa akin yon, kasi nakita ko kay FPJ kung anong ibig niyang sabihin.",operations: swap; errors: 
Matagal ko nang hindi nakikita si Mother Lily. Kumusta na siya nang?,Matagal ko nang hindi nakikita si Mother Lily. Kumusta na kaya siya?,"operations: delete, insert; errors: "
"Nangangahuligan din daw ang increased passenger ang capacity na mataaas na kita para sa public transport sector, na mapakikinabangan sa gitna ng papataas na presyo ng langis.","Nangangahuligan din daw ang increased passenger capacity ng mataaas na kita para sa public transport sector, na mapakikinabangan sa gitna ng papataas na presyo ng langis.","operations: substitute, insert; errors: ligature"
Malaki ang pasasalamat ng Congresswoman na ika-apat na distrito ng Leyte dahil mild symptoms na lamang ang naranasan ni Richard.,Malaki ang pasasalamat ng Congresswoman ng ika-apat na distrito ng Leyte dahil mild symptoms lamang ang naranasan ni Richard.,"operations: substitute, insert; errors: ligature"
"Kadalasan naman mild lang, pero pag nawawala sila roon sa areas nila, 14 days, malaking kawalan din iyan sa serbisyo natin, ayon kay Solante sa public briefing.","Kadalasan naman mild lang, pero pag nawawala sila roon sa areas nila, 14 days, malaking kawalan din iyan sa serbisyo natin, ayon kay Solante sa public briefing.",operations: substitute; errors: enclitic
Sabi ko ' Siyempre hindi ka tao.,Sabi ko ' Siyempre hindi ka ordinaryong tao.,operations: delete; errors: 
"niya Sinabi, hindi pa raw, saad ni Sylvia.","Sinabi niya, hindi pa raw, saad ni Sylvia.","operations: substitute, swap; errors: enclitic"
Inamin nito na nagkamali siya ng liko kaya napunta siya sa Spanish Steps na mas sa kilala Italy bilang Scalinata di Trinita dei si Monti na itinayo noong 1726.,Inamin nito na nagkamali siya ng liko kaya napunta siya sa Spanish Steps na mas kilala sa Italy bilang Scalinata di Trinita dei Monti na itinayo noong 1726.,"operations: insert, swap; errors: "
